abstract,category
"In the RSA cryptosystem integers of the form n=p.q with p and q primes of comparable size (`RSA-integers') play an important role. It is a folklore result of cryptographers that C_r(x), the number of integers n<=x that are of the form n=pq with p and q primes such that p<q<rp, is for fixed r>1 asymptotically equal to c_r*x*log^{-2}x for some constant c_r>0. Here we prove this and show that c_r=2log r.",Mathematics
"Let f: X -> Y be a smooth family of canonically polarized complex varieties over a smooth base. Generalizing the classical Shafarevich hyperbolicity conjecture, Viehweg conjectured that Y is necessarily of log general type if the family has maximal variation. A somewhat stronger and more precise version of Viehweg's conjecture was shown by the authors in arXiv:math/0511378 in the case where Y is a quasi-projective surface. Assuming that the minimal model program holds, this very short paper proves the same result for projective base manifolds Y of arbitrary dimension.",Mathematics
"There are characteristic classes that are the obstructions to the vanishing of the differentials in the Lyndon-Hochischild-Serre spectral sequence of an extension of an integral lattice L by a group G. These characteristic classes exist in a given page of the spectral sequence provided the differentials in the previous pages are all zero. When L decomposes into a sum of G-sublattices, we show that there are defining relations between the characteristic classes of L and the characteristic classes of its summands.",Mathematics
"Let omega(n) be the number of distinct prime factors dividing n and m > n natural numbers. We calculate a formula showing which prime numbers in which intervals divide a given binomial coefficient. From this formula we get an identity omega(binom(nk)(mk))=sum_i (pi(k/b(i))- pi(k/a(i))) + O(sqrt(k)). Erdoes mentioned that omega(binom(nk)(mk))= log n^n/(m^m (n-m)^(n-m)) k/log k + o(k/log k).   As an application of the above identities, we conclude some well-known facts about the distribution of the primes and deduce for all natural numbers k an expression (also well-known) log k = sum_i a_k(i) which generalizes log 2 = sum_i^(infty) (-1)^(j+1) / j.",Mathematics
"We define new symbol classes for pseudodifferntial operators and investigate their pseudodifferential calculus. The symbol classes are parametrized by commutative convolution algebras. To every solid convolution algebra over a lattice we associate a symbol class. Then every operator with such a symbol is almost diagonal with respect to special wave packets (coherent states or Gabor frames), and the rate of almost diagonalization is described precisely by the underlying convolution algebra. Furthermore, the corresponding class of pseudodifferential operators is a Banach algebra of bounded operators on $L^2 $. If a version of Wiener's lemma holds for the underlying convolution algebra, then the algebra of pseudodifferential operators is closed under inversion. The theory contains as a special case the fundamental results about Sj\""ostrand's class and yields a new proof of a theorem of Beals about the H\""ormander class of order 0.",Mathematics
"We give an explicit formula (i.e., a formal stationary phase formula) for the local Fourier-Laplace transform of a formal germ of meromorphic connection of one complex variable with a possibly irregular singularity. This is a complex analogue of the formulas in the preprint math/0702436v1.",Mathematics
We prove a comparison theorem for the compact surfaces with negative Euler characteristic via the Ricci flow.,Mathematics
"We give a number of new characterizations of the Jiang-Su algebra Z, both intrinsic and extrinsic, in terms of C*-algebraic, dynamical, topological and K-theoretic conditions. Along the way we study divisibility properties of C*-algebras, we give a precise characterization of those unital C*-algebras of stable rank one that admit a unital embedding of the dimension-drop C*-algebra Z_{n,n+1}, and we prove a cancellation theorem for the Cuntz semigroup of C*-algebras of stable rank one.",Mathematics
"Nous presentons diverses applications des fibres vectoriels aux equations aux q-differences, dans la lignee de la correspondance de Weil.   (We present some applications of vector bundles to $q$-difference equtions, in continuation of Weil's correspondance.)",Mathematics
"In this paper, we propose a geometric integrator for nonholonomic mechanical systems. It can be applied to discrete Lagrangian systems specified through a discrete Lagrangian defined on QxQ, where Q is the configuration manifold, and a (generally nonintegrable) distribution in TQ. In the proposed method, a discretization of the constraints is not required. We show that the method preserves the discrete nonholonomic momentum map, and also that the nonholonomic constraints are preserved in average. We study in particular the case where Q has a Lie group structure and the discrete Lagrangian and/or nonholonomic constraints have various invariance properties, and show that the method is also energy-preserving in some important cases.",Mathematics
"We study the spectral properties of certain non-self-adjoint matrices associated with large directed graphs. Asymptotically the eigenvalues converge to certain curves, apart from a finite number that have limits not on these curves.",Mathematics
"We enumerate all spaces obtained by gluing in pairs the faces of the octahedron in an orientation-reversing fashion. Whenever such a gluing gives rise to non-manifold points, we remove small open neighbourhoods of these points, so we actually deal with three-dimensional manifolds with (possibly empty) boundary.   There are 298 combinatorially inequivalent gluing patterns, and we show that they define 191 distinct manifolds, of which 132 are hyperbolic and 59 are not. All the 132 hyperbolic manifolds were already considered in different contexts by other authors, and we provide here their known ``names'' together with their main invariants. We also give the connected sum and JSJ decompositions for the 59 non-hyperbolic examples.   Our arguments make use of tools coming from hyperbolic geometry, together with quantum invariants and more classical techniques based on essential surfaces. Many (but not all) proofs were carried out by computer, but they do not involve issues of numerical accuracy.",Mathematics
"We generalize the Wiener-Hopf factorization of Laurent series to more general commutative coefficient rings, and we give explicit formulas for the decomposition. We emphasize the algebraic nature of this factorization.",Mathematics
"In 1987, Shapiro shew that composition operator induced by symbol $\phi$ is compact on the Lipschltz space if and only if the infinity norm of $\phi$ is less than 1 by a spectral-theoretic argument, where $\phi$ is a holomorphic self-map of the unit disk. In this paper, we shall generalize Shapiro's result to the $n$-dimensional case.",Mathematics
"Consider a compound Poisson process with jump measure $\nu$ supported by finitely many positive integers. We propose a method for estimating $\nu$ from a single, equidistantly sampled trajectory and develop associated statistical procedures. The problem is motivated by the question whether nerve cells in the brain exhibit higher-order interactions in their firing patterns. According to the neuronal assembly hypothesis (Hebb [13]), synchronization of action potentials across neurons of different groups is considered a signature of assembly activity, but it was found notoriously difficult to demonstrate it in recordings of neuronal activity. Our approach based on a compound Poisson model allows to detect the presence of joint spike events of any order using only population spike count samples, thus bypassing both the ``curse of dimensionality'' and the need to isolate single-neuron spike trains in population signals.",Mathematics
"We consider Kac's random walk on $n$-dimensional rotation matrices, where each step is a random rotation in the plane generated by two randomly picked coordinates. We show that this process converges to the Haar measure on $\mathit{SO}(n)$ in the $L^2$ transportation cost (Wasserstein) metric in $O(n^2\ln n)$ steps. We also prove that our bound is at most a $O(\ln n)$ factor away from optimal. Previous bounds, due to Diaconis/Saloff-Coste and Pak/Sidenko, had extra powers of $n$ and held only for $L^1$ transportation cost. Our proof method includes a general result of independent interest, akin to the path coupling method of Bubley and Dyer. Suppose that $P$ is a Markov chain on a Polish length space $(M,d)$ and that for all $x,y\in M$ with $d(x,y)\ll1$ there is a coupling $(X,Y)$ of one step of $P$ from $x$ and $y$ (resp.) that contracts distances by a $(\xi+o(1))$ factor on average. Then the map $\mu\mapsto\mu P$ is $\xi$-contracting in the transportation cost metric.",Mathematics
"Given a finite collection P of convex n-polytopes in RP^n (n>1), we consider a real projective manifold M which is obtained by gluing together the polytopes in P along their facets in such a way that the union of any two adjacent polytopes sharing a common facet is convex. We prove that the real projective structure on M is (1) convex if P contains no triangular polytope, and (2) properly convex if, in addition, P contains a polytope whose dual polytope is thick. Triangular polytopes and polytopes with thick duals are defined as analogues of triangles and polygons with at least five edges, respectively.",Mathematics
"Let $x = (x_0,...,x_{n-1})$ be an n-chain, i.e., an n-tuple of non-negative integers $< n$. Consider the operator $s: x \mapsto x' = (x'_0,...,x'_{n-1})$, where x'_j represents the number of $j$'s appearing among the components of x. An n-chain x is said to be perfect if $s(x) = x$. For example, (2,1,2,0,0) is a perfect 5-chain. Analogously to the theory of perfect, amicable, and sociable numbers, one can define from the operator s the concepts of amicable pair and sociable group of chains. In this paper we give an exhaustive list of all the perfect, amicable, and sociable chains.",Mathematics
"We study statistical models, specifically transfer matrices corresponding to a multiparameter hierarchy of braid matrices of $(2n)^2\times(2n)^2$ dimensions with $2n^2$ free parameters $(n=1,2,3,...)$. The simplest, $4\times 4$ case is treated in detail. Powerful recursion relations are constructed giving the dependence on the spectral parameter $\theta$ of the eigenvalues of the transfer matrix explicitly at each level of coproduct sequence. A brief study of higher dimensional cases ($n\geq 2$) is presented pointing out features of particular interest. Spin chain Hamiltonians are also briefly presented for the hierarchy. In a long final section basic results are recapitulated with systematic analysis of their contents. Our eight vertex $4\times 4$ case is compared to standard six vertex and eight vertex models.",Mathematics
"We achieve on self-affine Sierpinski carpets the multifractal analysis of the Birkhoff averages of potentials satisfying a Dini condition. Given such a potential, the corresponding Hausdorff spectrum cannot be deduced from that of the associated Gibbs measure by a simple transformation. Indeed, these spectra are respectively obtained as the Legendre transform of two distinct concave differentiable functions that cannot be deduced from one another by a dilation and a translation. This situation is in contrast with what is observed in the familiar self-similar case. Our results are presented in the framework of almost-multiplicative functions on products of two distinct symbolic spaces and their projection on the associated self-affine carpets.",Mathematics
In this paper the absolute value or distance from the origin analogue of the classical Khintchine-Groshev theorem is established for a single linear form with a `slowly decreasing' error function.,Mathematics
In this paper we construct random conformal snowflakes with large integral means spectrum at different points. These new estimates are significant improvement over previously known lower bound of the universal spectrum. Our estimates are within 5-10 percent from the conjectured value of the universal spectrum.,Mathematics
We study projectively self-dual polygons and curves in the projective plane. Our results provide a partial answer to problem No 1994-17 in the book of Arnold's problems.,Mathematics
We extend classical results of Kostant and al. on multiplets of representations of finite-dimensional Lie algebras and on the cubic Dirac operator to the setting of affine Lie algebras and twisted affine cubic Dirac operator. We prove in this setting an analogue of Vogan's conjecture on infinitesimal characters of Harish-Chandra modules in terms of Dirac cohomology. For our calculations we use the machinery of Lie conformal and vertex algebras.,Mathematics
"We prove that hyperbolic groups are weakly amenable. This partially extends the result of Cowling and Haagerup showing that lattices in simple Lie groups of real rank one are weakly amenable. We take a combinatorial approach in the spirit of Haagerup and prove that for the word length metric d on a hyperbolic group, the Schur multipliers associated with r^d have uniformly bounded norms for 0<r<1. We then combine this with a Bozejko-Picardello type inequality to obtain weak amenability.",Mathematics
"We study some reduced free products of C*-algebras with amalgamations. We give sufficient conditions for the positive cone of the K_0 group to be the largest possible. We also give sufficient conditions for simplicity and uniqueness of trace. We use the later result to give a necessary and sufficient condition for simplicity and uniqueness of trace of the reduced C*-algebras of the Baumslag-Solitar groups BS(m,n).",Mathematics
We construct an A-infinity structure on the tensor product of two A-infinity algebras by using the simplicial decomposition of the Stasheff polytope. The key point is the construction of an operad AA-infinity based on the simplicial Stasheff polytope. The operad AA-infinity admits a coassociative diagonal and the operad A-infinity is a retract by deformation of it. We compare these constructions with analogous constructions due to Saneblidze-Umble and Markl-Shnider based on the Boardman-Vogt cubical decomposition of the Stasheff polytope.,Mathematics
"We investigate if a unital C(X)-algebra is properly infinite when all its fibres are properly infinite. We show that this question can be rephrased in several different ways, including the question if every unital properly infinite C*-algebra is K_1-injective. We provide partial answers to these questions, and we show that the general question on proper infiniteness of C(X)-algebras can be reduced to establishing proper infiniteness of a specific C([0,1])-algebra with properly infinite fibres.",Mathematics
"Let k be an algebraically closed field of characteristic >2, F=k((t)) and Mp(F) denote the metaplectic extension of Sp_{2d}(F). In this paper we propose a geometric analog of the Weil representation of Mp(F). This is a category of certain perverse sheaves on some stack, on which Mp(F) acts by functors. This construction will be used in math.RT/0701170 (and subsequent publications) for a proof of the geometric Langlands functoriality for some dual reductive pairs.",Mathematics
We prove that a Banach space X is not super-reflexive if and only if the hyperbolic infinite tree embeds metrically into X. We improve one implication of J.Bourgain's result who gave a metrical characterization of super-reflexivity in Banach spaces in terms of uniforms embeddings of the finite trees. A characterization of the linear type for Banach spaces is given using the embedding of the infinite tree equipped with a suitable metric.,Mathematics
"We give a completely explicit upper bound for integral points on (standard) affine models of hyperelliptic curves, provided we know at least one rational point and a Mordell-Weil basis of the Jacobian. We also explain a powerful refinement of the Mordell--Weil sieve which, combined with the upper bound, is capable of determining all the integral points. Our method is illustrated by determining the integral points on a two genus 2 hyperelliptic curves with Mordell--Weil Jacobian ranks of 3 and 6.",Mathematics
"Associated to each subset $J$ of the nodes $I$ of a Dynkin diagram is a triangular decomposition of the corresponding Lie algebra $\mathfrak{g}$ into three subalgebras $\widetilde{\mathfrak{g}_{J}}$ (generated by $e_{j}$, $f_{j}$ for $j\in J$ and $h_{i}$ for $i\in I$), $\mathfrak{n}^{-}_{D}$ (generated by $f_{d}$, $d\in D=I\setminus J$) and its dual $\mathfrak{n}_{D}^{+}$.   We demonstrate a quantum counterpart, generalising work of Majid and Rosso, by exhibiting analogous triangular decompositions of $U_{q}(\mathfrak{g})$ and identifying a graded braided Hopf algebra that quantizes $\mathfrak{n}_{D}^{-}$. This algebra has many similar properties to $U_{q}^{-}(\mathfrak{g})$, in many cases being a Nichols algebra and therefore completely determined by its associated braiding.",Mathematics
We show asymptotic upper and lower bounds for the greatest common divisor of N and $\sigma(N)$. We also show that there are infinitely many integers N with fairly large g.c.d. of N and $\sigma(N)$.,Mathematics
"In this work we study two problems about Assouad-Nagata dimension:   1) Is there a metric space of non zero Assouad-Nagata dimension such that all of its asymptotic cones are of Assouad-Nagata dimension zero? (Dydak and Higes)   2) Suppose $G$ is a locally finite group with a proper left invariant metric $d_G$. If $\dim_{AN}(G, d_G)>0$, is $\dim_{AN} (G, d_G)$ infinite? (Brodskiy, Dydak and Lang)   The first question is answered positively not only for general metric spaces but also for discrete groups with proper left invariant metrics.   The second question has a negative solution. We show that for each $n$ there exists a locally finite group of Assouad-Nagata dimension $n$. A generalization to countable groups of arbitrary asymptotic dimension is given",Mathematics
"We consider the problem of determining the boundary perturbations of an object from far-field electric or acoustic measurements. Assuming that the unknown object boundary is a small perturbation of a circle, we develop a linearized relation between the far-field data that result from fixed Dirichlet boundary conditions, entering as parameters, and the shape of the object, entering as variables. This relation is used to find the Fourier coefficients of the perturbation of the shape and makes use of an expansion of the Dirichlet-to-Neumann operator.",Mathematics
"We show that if P is an embedded least area (area minimizing) plane in hyperbolic 3-space whose asymptotic boundary is a simple closed curve with at least one smooth point, then P is properly embedded.",Mathematics
"This note extends Voiculescu's S-transform based analytical machinery for free multiplicative convolution to the case where the mean of the probability measures vanishes. We show that with the right interpretation of the S-transform in the case of vanishing mean, the usual formula makes perfectly good sense.",Mathematics
"In this paper we give an elementary proof of the Fundamental Theorem of Algebra for polynomials over the rational tropical semi-ring. We prove that, tropically, the rational numbers are algebraically closed. We provide a simple algorithm for factoring tropical polynomials of a single variable. A central idea is the concept of least-coefficient polynomials as representatives for classes of functionally equivalent polynomials. This idea has importance far beyond the proof of the Fundamental Theorem of Tropical Algebra.",Mathematics
"We investigate integrable second order equations of the form   F(u_{xx}, u_{xy}, u_{yy}, u_{xt}, u_{yt}, u_{tt})=0.   Familiar examples include the Boyer-Finley equation, the potential form of the dispersionless Kadomtsev-Petviashvili equation, the dispersionless Hirota equation, etc. The integrability is understood as the existence of infinitely many hydrodynamic reductions. We demonstrate that the natural equivalence group of the problem is isomorphic to Sp(6), revealing a remarkable correspondence between differential equations of the above type and hypersurfaces of the Lagrangian Grassmannian. We prove that the moduli space of integrable equations of the dispersionless Hirota type is 21-dimensional, and the action of the equivalence group Sp(6) on the moduli space has an open orbit.",Mathematics
"On a manifold of dimension at least six, let $(g,\tau)$ be a pair consisting of a K\""ahler metric g which is locally K\""ahler irreducible, and a nonconstant smooth function $\tau$. Off the zero set of $\tau$, if the metric $\hat{g}=g/\tau^2$ is a gradient Ricci soliton which has soliton function $1/\tau$, we show that $\hat{g}$ is K\""ahler with respect to another complex structure, and locally of a type first described by Koiso. Moreover, $\tau$ is a special K\""ahler-Ricci potential, a notion defined in earlier works of Derdzinski and Maschler. The result extends to dimension four with additional assumptions. We also discuss a Ricci-Hessian equation, which is a generalization of the soliton equation, and observe that the set of pairs $(g,\tau)$ satisfying a Ricci-Hessian equation is invariant, in a suitable sense, under the map $(g,\tau)\to (\hat{g},1/\tau)$.",Mathematics
"The purpose of this paper is twofold. First, we survey known results about theta dualities on moduli spaces of sheaves on curves and surfaces. Secondly, we establish new such dualities in the surface case. Among others, the case of elliptic K3 surfaces is studied in detail; we propose further conjectures which are shown to imply strange duality.",Mathematics
"We use time-frequency methods for the study of Fourier Integral operators (FIOs). In this paper we shall show that Gabor frames provide very efficient representations for a large class of FIOs. Indeed, similarly to the case of shearlets and curvelets frames, the matrix representation of a Fourier Integral Operator with respect to a Gabor frame is well-organized. This is used as a powerful tool to study the boundedness of FIOs on modulation spaces. As special cases, we recapture boundedness results on modulation spaces for pseudo-differential operators with symbols in $M^{\infty,1}$, for some unimodular Fourier multipliers and metaplectic operators.",Mathematics
We prove the modularity of minimally ramified ordinary residually reducible p-adic Galois representations of an imaginary quadratic field F under certain assumptions. We first exhibit conditions under which the residual representation is unique up to isomorphism. Then we prove the existence of deformations arising from cuspforms on GL_2(A_F) via the Galois representations constructed by Taylor et al. We establish a sufficient condition (in terms of the non-existence of certain field extensions which in many cases can be reduced to a condition on an L-value) for the universal deformation ring to be a discrete valuation ring and in that case we prove an R=T theorem. We also study reducible deformations and show that no minimal characteristic 0 reducible deformation exists.,Mathematics
"We introduce the notion of non-lc ideal sheaves. It is an analogue of the notion of multiplier ideal sheaves. We establish the restriction theorem, which seems to be the most important property of non-lc ideal sheaves.",Mathematics
"We study relatively minimal subgroups in topological groups. We find, in particular, some natural relatively minimal subgroups in unipotent groups which are defined over ""good"" rings. By ""good"" rings we mean archimedean absolute valued (not necessarily associative) division rings. Some of the classical rings which we consider besides the field of reals are the ring of quaternions and the ring of octonions. This way we generalize in part a previous result which was obtained by Dikranjan and Megrelishvili and involved the Heisenberg group.",Mathematics
"We consider a d-dimensional stochastic differential equation with additive noise and a drift coefficient which is assumed only to be a bounded Borel function. We show that, for almost all choices of the driving Brownian path, the equation has a unique solution.",Mathematics
"A complete structure theorem of Sally modules of $\fkm$-primary ideals $I$ in a Cohen-Macaulay local ring $(A, \m)$ satisfying the equality $\e_1(I)=\e_0(I)-\ell_A(A/I)+1$ is given, where $\e_0(I)$ and $\e_1(I)$ denote the first two Hilbert coefficients of $I$.",Mathematics
"The modular variety of non singular and complete hyperelliptic curves with level-two structure of genus 3 is a 5-dimensional quasi projective variety which admits several standard compactifications. The first one, X, comes from the realization of this variety as a sub-variety of the Siegel modular variety of level two and genus three .We will be to describe the equations of X in a suitable projective embedding and its Hilbert function. It will turn out that   X is normal. A further model comes from geometric invariant theory using so-called semistable degenerated point configurations in (P^1)^8 . We denote this GIT-compactification by Y. The equations of this variety in a suitable projective embedding are known. This variety also can by identified with a Baily-Borel compactified ball-quotient. We will describe these results in some detail and obtain new proofs including some finer results for them. We have a birational map between Y and X . In this paper we use the fact that there are graded algebras (closely related to algebras of modular forms) A,B such that X=proj(A) and Y=proj(B). This homomorphism rests on the theory of Thomae (19th century), in which the thetanullwerte of hyperelliptic curves have been computed. Using the explicit equations for $A,B$ we can compute the base locus of the map from Y to X.   Blowing up the base locus and the singularity of Y, we get a dominant, smooth model {\tilde Y}. We will see that {\tilde Y} is isomorphic to the compactification of families of marked projective lines (P^1,x_1,...,x_8), usually denoted by {\bar M_{0,8}}. There are several combinatorial similarities between the models X and Y. These similarities can be described best, if one uses the ball-model to describe Y.",Mathematics
"We show that an elation generalised quadrangle which has p+1 lines on each point, for some prime p, is classical or arises from a flock of a quadratic cone (i.e., is a flock quadrangle).",Mathematics
"We consider the damped wave equation \alpha u_tt + u_t = u_xx - V'(u) on the whole real line, where V is a bistable potential. This equation has travelling front solutions of the form u(x,t) = h(x-st) which describe a moving interface between two different steady states of the system, one of which being the global minimum of V. We show that, if the initial data are sufficiently close to the profile of a front for large |x|, the solution of the damped wave equation converges uniformly on R to a travelling front as t goes to plus infinity. The proof of this global stability result is inspired by a recent work of E. Risler and relies on the fact that our system has a Lyapunov function in any Galilean frame.",Mathematics
"This paper continues arXiv.org:math.AG/0609256, arXiv:0708.3991 and arXiv:0710.0162 .   Using authors's methods of 1980, 1981, some explicit finite sets of number fields containing all ground fields of arithmetic hyperbolic reflection groups in dimension at least 3 are defined, and explicit bounds of their degrees (over Q) are obtained.   Thus, now, explicit bound of degree of ground fields of arithmetic hyperbolic reflection groups is known in all dimensions. Thus, now, we can, in principle, obtain effective finite classification of arithmetic hyperbolic reflection groups in all dimensions together.",Mathematics
"In this paper, we give a quantum interpretation of the Bismut-Chern character form (the loop space lifting of the Chern character form) as well as the Chern character form associated to a complex vector bundle with connection over a smooth manifold in the framework of supersymmetric quantum field theories developed by Stolz and Teichner \cite{ST07}. We show that the Bismut-Chern character form comes up via a loop-deloop process when one goes from $1|1$D theory over a manifold down to a $0|1$D theory over its free loop space. Based on our quantum interpretation of the Bismut-Chern character form and Chern character form, we construct Chern character type maps for SUSY QFTs.",Mathematics
"Let $X_N$ be an $N\ts N$ random symmetric matrix with independent equidistributed entries. If the law $P$ of the entries has a finite second moment, it was shown by Wigner \cite{wigner} that the empirical distribution of the eigenvalues of $X_N$, once renormalized by $\sqrt{N}$, converges almost surely and in expectation to the so-called semicircular distribution as $N$ goes to infinity. In this paper we study the same question when $P$ is in the domain of attraction of an $\alpha$-stable law. We prove that if we renormalize the eigenvalues by a constant $a_N$ of order $N^{\frac{1}{\alpha}}$, the corresponding spectral distribution converges in expectation towards a law $\mu_\alpha$ which only depends on $\alpha$. We characterize $\mu_\alpha$ and study some of its properties; it is a heavy-tailed probability measure which is absolutely continuous with respect to Lebesgue measure except possibly on a compact set of capacity zero.",Mathematics
"The deformation bicomplex of a module-algebra over a bialgebra is constructed. It is then applied to study algebraic deformations in which both the module structure and the algebra structure are deformed. The cases of module-coalgebras, comodule-(co)algebras, and (co)module-bialgebras are also considered.",Mathematics
"The main result of this paper is the computation of TR^n_{\alpha}(F_p;p) for \alpha in R(S^1). These R(S^1)-graded TR-groups are the equivariant homotopy groups naturally associated to the S^1-spectrum THH(F_p), the topological Hochschild S^1-spectrum. This computation, which extends a partial result of Hesselholt and Madsen, provides the first example of the R(S^1)-graded TR-groups of a ring. These groups arise in algebraic K-theory computations, and are particularly important to the understanding of the algebraic K-theory of non-regular schemes.",Mathematics
In this paper we study the problem of adaptive estimation of a multivariate function satisfying some structural assumption. We propose a novel estimation procedure that adapts simultaneously to unknown structure and smoothness of the underlying function. The problem of structural adaptation is stated as the problem of selection from a given collection of estimators. We develop a general selection rule and establish for it global oracle inequalities under arbitrary $\rL_p$--losses. These results are applied for adaptive estimation in the additive multi--index model.,Mathematics
"We establish a phase transition for permutation classes (downsets of permutations under the permutation containment order): there is an algebraic number $\kappa$, approximately 2.20557, for which there are only countably many permutation classes of growth rate (Stanley-Wilf limit) less than $\kappa$ but uncountably many permutation classes of growth rate $\kappa$, answering a question of Klazar. We go on to completely characterize the possible sub-$\kappa$ growth rates of permutation classes, answering a question of Kaiser and Klazar. Central to our proofs are the concepts of generalized grid classes (introduced herein), partial well-order, and atomicity (also known as the joint embedding property).",Mathematics
"Divisibility monoids (resp. Garside monoids) are a natural algebraic generalization of Mazurkiewicz trace monoids (resp. spherical Artin monoids), namely monoids in which the distributivity of the underlying lattices (resp. the existence of common multiples) is kept as an hypothesis, but the relations between the generators are not supposed to necessarily be commutations (resp. be of Coxeter type). Here, we show that the quasi-center of these monoids can be studied and described similarly, and then we exhibit the intersection between the two classes of monoids.",Mathematics
"Deheuvels [J. Multivariate Anal. 11 (1981) 102--113] and Genest and R\'{e}millard [Test 13 (2004) 335--369] have shown that powerful rank tests of multivariate independence can be based on combinations of asymptotically independent Cram\'{e}r--von Mises statistics derived from a M\""{o}bius decomposition of the empirical copula process. A result on the large-sample behavior of this process under contiguous sequences of alternatives is used here to give a representation of the limiting distribution of such test statistics and to compute their relative local asymptotic efficiency. Local power curves and asymptotic relative efficiencies are compared under familiar classes of copula alternatives.",Mathematics
"We establish existence and pointwise estimates of fundamental solutions and Green's matrices for divergence form, second order strongly elliptic systems in a domain $\Omega \subseteq \mathbb{R}^n$, $n \geq 3$, under the assumption that solutions of the system satisfy De Giorgi-Nash type local H\""{o}lder continuity estimates. In particular, our results apply to perturbations of diagonal systems, and thus especially to complex perturbations of a single real equation.",Mathematics
"Given a finite set of lattice points, we compare its sumsets and lattice points in its dilated convex hulls. Both of these are known to grow as polynomials. Generally, the former are subsets of the latter. In this paper, we will see that sumsets occupy all the central lattice points in convex hulls, giving us a kind of approximation to lattice points in polytopes.",Mathematics
"Given an orientable weakly self-dual manifold X of rank two, we build a geometric realization of the Lie algebra sl(6,C) as a naturally defined algebra L of endomorphisms of the space of differential forms of X. We provide an explicit description of Serre generators in terms of natural generators of L. This construction gives a bundle on X which is related to the search for a natural Gauge theory on X. We consider this paper as a first step in the study of a rich and interesting algebraic structure.",Mathematics
"Zero-divisors (ZDs) derived by Cayley-Dickson Process (CDP) from N-dimensional hypercomplex numbers (N a power of 2, at least 4) can represent singularities and, as N approaches infinite, fractals -- and thereby,scale-free networks. Any integer greater than 8 and not a power of 2 generates a meta-fractal or ""Sky"" when it is interpreted as the ""strut constant"" (S) of an ensemble of octahedral vertex figures called ""Box-Kites"" (the fundamental building blocks of ZDs). Remarkably simple bit-manipulation rules or ""recipes"" provide tools for transforming one fractal genus into others within the context of Wolfram's Class 4 complexity.",Mathematics
We prove an analog of Siegel's theorem for integral points in the context of Drinfeld modules. The result holds for finitely generated submodules of the additive group over a function field of transcendence dimension 1.,Mathematics
"Several results of large deviations are obtained for distributions that are associated with the Poisson--Dirichlet distribution and the Ewens sampling formula when the parameter $\theta$ approaches infinity. The motivation for these results comes from a desire of understanding the exact meaning of $\theta$ going to infinity. In terms of the law of large numbers and the central limit theorem, the limiting procedure of $\theta$ going to infinity in a Poisson--Dirichlet distribution corresponds to a finite allele model where the mutation rate per individual is fixed and the number of alleles going to infinity. We call this the finite allele approximation. The first main result of this article is concerned with the relation between this finite allele approximation and the Poisson--Dirichlet distribution in terms of large deviations. Large $\theta$ can also be viewed as a limiting procedure of the effective population size going to infinity. In the second result a comparison is done between the sample size and the effective population size based on the Ewens sampling formula.",Mathematics
"We prove a convergence theorem for a sequence of super-Brownian motions moving among hard Poissonian obstacles, when the intensity of the obstacles grows to infinity but their diameters shrink to zero in an appropriate manner. The superprocesses are shown to converge in probability for the law $\mathbf{P}$ of the obstacles, and $\mathbf{P}$-almost surely for a subsequence, towards a superprocess with underlying spatial motion given by Brownian motion and (inhomogeneous) branching mechanism $\psi(u,x)$ of the form $\psi(u,x)= u^2+ \kappa(x)u$, where $\kappa(x)$ depends on the density of the obstacles. This work draws on similar questions for a single Brownian motion. In the course of the proof, we establish precise estimates for integrals of functions over the Wiener sausage, which are of independent interest.",Mathematics
"Let $k > 3$ be an integer and $p$ a prime with $p > 2k-2$. Let $f$ be a newform of weight $2k-2$ and level 1 so that $f$ is ordinary at $p$ and $\bar{\rho}_{f}$ is irreducible. Under some additional hypotheses we prove that $ord_{p}(L_{alg}(k,f)) \leq ord_{p}(# S)$ where $S$ is the Pontryagin dual of the Selmer group associated to $\rho_{f} \otimes \epsilon^{1-k}$ with $\epsilon$ the $p$-adic cyclotomic character. We accomplish this by first constructing a congruence between the Saito-Kurokawa lift of $f$ and a non-CAP Siegel cusp form. Once this congruence is established, we use Galois representations to obtain the lower bound on the Selmer group.",Mathematics
"The article discusses the interrelation between relative Cuntz-Pimsner algebras and partial isometric crossed products, and presents a procedure that reduces any given Hilbert bimodule to the ""smallest"" Hilbert bimodule yielding the same relative Cuntz-Pimsner algebra as the initial one. In the context of crossed products this reduction procedure corresponds to reduction of C*-dynamical systems.",Mathematics
"In this paper we find a closed form of the solution for the factored inhomogeneous linear equation \begin{equation*} \prod_{j=1}^{n}(\frac{\hbox{d}}{\hbox{d}t}-A_{j}) u(t) =f(t). \end{equation*} Under the hypothesis $A_{1},A_{2}, ..., A_{n}$ are infinitesimal generators of mutually commuting strongly continuous semigroups of bounded linear operators on a Banach space $X$. Here we do not assume that $A_{j}$s are distinct and we offer the computational method to get explicit solutions of certain partial differential equations.",Mathematics
